V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
0.020168856236005,-0.9439261891111931,-2.8413057207182018,-0.48024870545012116,1.442056908725649,-2.7865903996907577,0.001253896136205066,-4.083980398834452e-5,-0.15976267666309976,-0.16554238110824576,2.364905538358956,0.32477777300422206,0.17259984037803835,0.09646296855174409,-0.12133296217432828,-0.10366562761005117,-0.0372375599522336,0.004817553956281883,-0.001341370758173584,0.005450026906755722,0.0032851531716631935,-0.0049038042932466235,0.05144365524006959,0.12626532066122423,-0.03330765388862834,-0.05175463874979059
-0.17248806752170256,2.3675049233072007,-3.178036245965079,-0.4073729479709228,2.369761363321466,-2.7842454220938437,0.0012091816807629008,-1.9622617563432441e-4,-0.03616830781762869,-0.19666816834083506,2.394857105964217,0.3641692527445336,0.21047480582813588,0.17862831068593849,-0.12259807170126855,-0.12592830102817767,-0.07771661205543867,-0.03497793222943055,-0.0027752901813127323,0.006546590581052088,0.004013757232729243,-0.005010007481245162,0.01237505387227913,0.09488438992674637,0.004553669854142396,-0.016793742941442237
-0.83252621788828,-1.0940381770589787,-2.959867903334623,-0.98302851797692,1.3658067526928408,-3.510545124180578,0.001450525725021317,-1.0703845504687941e-4,-0.19408455680786624,-0.3074774822210674,1.5891808157556926,-0.11841705482193222,0.17101626300222947,0.24182492047288548,-0.15537225197251128,-0.17359149009441266,0.004176877499148559,-0.05023211469491796,-0.003605029156309353,0.0032883863399321206,0.004477805251983969,-0.006183131286357536,0.1318026308500064,0.21323749491115188,-0.03298294988024268,-0.06222275750543791
-0.8131001122597605,-1.7643086990721135,-2.5641790851123347,-1.7485142956249435,0.049591455725186466,-3.8207786514853557,0.0017879799369401328,-2.3016384919725722e-4,-0.18855386282446535,-0.23554027057029656,1.9513733475985335,0.37546408800394254,0.13348520698017535,0.22788157360472358,-0.1104210383002164,-0.16265346371962028,-5.456282894300213e-4,-0.03757647095686362,8.887044046139462e-5,0.005613325243184922,0.001719996797958232,-0.0017593330546994837,0.09909890707060033,0.06947427102139857,-0.0054708649634020255,-0.005611996595046583
-0.798963391392605,-2.9452828041525865,-3.3149473735718806,-1.2272301983400369,0.8210883860176968,-3.87054232079075,0.0012424115821915687,-1.5196132656453238e-4,-0.1161626380027093,-0.2641259398584128,1.7320107869639176,0.3003616152812857,0.16177775070453992,0.09426965156958146,-0.11780692571194823,-0.11496186603434747,-0.013613569041448342,0.033723869030332074,-8.793868125002921e-4,0.004482834907827647,0.0034145529900050297,-0.0035698074415402565,5.501672613448757e-4,0.06414086623131458,0.027521022729069734,0.03701270875893982
-0.8608558384290007,-2.1503457215290074,-3.867209018757543,-0.6242358968664397,0.9241807141260235,-3.062844217907269,0.001533096930902194,-1.9537147459385725e-4,-0.17803989202500448,-0.23054227895783752,2.083258564696252,0.6993412799772214,0.24530526643737735,-0.003736737613509333,-0.1497188614286964,-0.037104668745887956,-0.06583266372917078,0.043509627177188426,-0.0029647728478372974,0.005776209299597078,0.006091049178741672,-0.004026274800374361,0.02117992474580471,0.09586828368576808,0.003458848106367415,0.007933928088062973
-1.5629281750599953,-1.8988091811012815,-4.60033524507947,-1.3074780442416756,-0.20774167805286003,-3.9796540195388657,0.0011569156085305405,-6.008436462471634e-5,-0.20632739776230447,-0.1567834212305613,1.645449267909486,0.5163960558128787,0.17635602456902155,0.19708627793221967,-0.13701544303967067,-0.1409493414814282,-0.022662311105277517,-0.04320754972366387,-0.003499659623810819,0.005979738743113428,0.005443600444852428,-0.004611852651559586,0.08978855855328352,0.1464628397614078,-0.030160177040545105,-0.06656598706110274
-0.534154564100294,-2.687903823091744,-3.349385526107969,-0.5628615081990537,2.034257511867691,-2.904406821804835,0.0015948554705431793,-2.2481726713504863e-4,-0.050461520897500285,-0.1471323586822083,1.7263234030447796,0.2315259388904562,0.11579902338424682,0.2458216232397329,-0.08892115437243531,-0.1607693133284478,0.00448515104289075,-0.07485030598670728,-0.0025813032457431616,0.00475313934113097,0.003291740106428621,-0.006040539723473068,-0.08468552882589463,0.008403890277462241,0.0802554887006123,0.05716575645737308
-0.3657842146837572,-2.431501899658918,-2.933849129840019,-0.8780237638419031,0.297873033070304,-2.909723893862782,0.001233048478620455,-2.0303153645504323e-4,-0.10083265600486267,-0.12827111092929128,1.4490802650286931,0.7755282956866736,0.14801761036262268,0.13718594443156978,-0.13771958205812948,-0.0776534348337853,0.010959540316717498,-0.03319878242937145,-0.0016804636114973585,0.006093241168640178,0.002589526559526647,-0.004873907411236947,-0.02679110843050073,0.0965797178219946,0.05646460765399843,-0.06593642835619286
0.1418894507439356,-0.5358882488013638,-3.4268063022740245,-0.735475469724373,0.4674040865622685,-2.7128512894397736,0.001338581576237531,-2.3393676253669155e-4,-0.19525150643785616,-0.1324602805596062,1.5660219081522422,0.39480912669857876,0.09237052427368948,0.2261381259015698,-0.11323942239536047,-0.13640071519284044,0.034475767119180434,-0.06048001861935285,-0.0012142697368421839,0.0012400083642487075,0.002895554102092054,-0.0018847709158768097,0.031957686131482956,-0.0016555759426846242,0.028466242193034282,0.06963097676437127
